****Header****
date 01/15/25 03:00:40
****Body****

All possible value of one measure

Algorithm: SmartSweep_HL#1736329709
AlphaMC:	   0.0000
CalibAuthor: eng
CalibCheckAuthor: N/A
CalibValidity:	invalid
ClassBinID:	   1
ClassID:	N/A
ClassName:	TP540HG10-8000011182
Eff:	   0.2112
Emissivity:	   1.0000
FF:	   0.8019
Fcp:	   1.0270
FcsCC:	   1.0031
FcsMC:	   1.0013
Fcv:	   0.9998
FlashCountAtLastCalib:	1793620
FlashCountAtLastCalibCheck:	N/A
Gavg:	1000.5180
Gtgt:	1000.0000
InstID:	1736329709
InstName: New Sec Cal A8BC4CB
InstType: TP540HG10
InstComment: Silver
Ipmax:	  12.9293
Iref1:	  13.6107
Iref2:	N/A
Isc:	  13.6072
Ivrev1:	N/A
Ivrev2:	N/A
LTI:	   0.0013
LastCalibTime: 2025-01-14 17:38:01
LastCheckTime: N/A
MachStatus:	At Risk
MeasDate:	2025-01-15 03:00:40.208000
MeasStatus:	Ok
Mep: MepSmartSweep
Now: 2025-01-15 03:00:40.418000
Pmax:	 544.2875
Pref1:	   0.0000
Pref2:	N/A
RefDUTIsc:	  13.4160
RefDUTName: New Sec Cal A8BC4CB
RefDUTPmax:	 534.0300
RefDUTSnr:	A8BC4CB
RefDUTType:	Golden
RefDUTVoc:	  49.3210
RemFlashCountForCalib:	1797.0000
Rs:	   0.2672
Rsh:  524.4636
Snr: A8C7A01
SortingRcpID:	1697254895
SortingRcpName:	TP540 30MM-AIKO-Short cable white tedler(Non DCR)
TempDUT:	  26.3311
TempMC:	  24.4821
TempTgt:   25.0000
Transmissivity:	   1.0000
UserDisplayName: 
UserName: 
UserRole: ENGINEER
Voc:	  49.8803
Vpmax:	  42.0973
Vref1:	N/A
Vrev1:	N/A
Vrev2:	N/A
sessionId: a85f10ac-7230-4673-a2c1-44c8e2c59cc3

-----------------------

IV curve data :

TimeOffset,Vimp,Iraw,Vraw,Graw,Current,Voltage,Irradiance
0.0023,17.9177,13.5765,21.2259,1000.5159,13.5616,21.8724,1000.5159
0.0023,18.0663,13.5745,21.3737,1000.6329,13.5580,22.0236,1000.6329
0.0023,18.2150,13.5725,21.5321,1000.4574,13.5584,22.1846,1000.4574
0.0023,18.3636,13.5706,21.6694,1000.5159,13.5557,22.3249,1000.5159
0.0023,18.5123,13.5745,21.8173,1000.5159,13.5596,22.4762,1000.5159
0.0023,18.6585,13.5745,21.9757,1000.4574,13.5604,22.6378,1000.4574
0.0023,18.8019,13.5725,22.1129,1000.5744,13.5569,22.7783,1000.5744
0.0023,18.9453,13.5725,22.2819,1000.3989,13.5592,22.9502,1000.3989
0.0023,19.0887,13.5745,22.4297,1000.3989,13.5612,23.1013,1000.3989
0.0023,19.2321,13.5765,22.5881,1000.5159,13.5616,23.2637,1000.5159
0.0023,19.3755,13.5706,22.7360,1000.4574,13.5565,23.4140,1000.4574
0.0023,19.5189,13.5686,22.8944,1000.3989,13.5553,23.5754,1000.3989
0.0023,19.6623,13.5666,23.0316,1000.3404,13.5541,23.7153,1000.3404
0.0023,19.8057,13.5706,23.1900,1000.4574,13.5565,23.8778,1000.4574
0.0024,19.9491,13.5686,23.3168,1000.4574,13.5545,24.0071,1000.4574
0.0024,20.0925,13.5686,23.4646,1000.1648,13.5585,24.1570,1000.1648
0.0024,20.2359,13.5647,23.6336,1000.3404,13.5522,24.3299,1000.3404
0.0024,20.3793,13.5647,23.7603,1000.2234,13.5538,24.4589,1000.2234
0.0024,20.5226,13.5686,23.8976,1000.1648,13.5585,24.5992,1000.1648
0.0024,20.6583,13.5686,24.0771,1000.3404,13.5561,24.7832,1000.3404
0.0024,20.7939,13.5706,24.1827,1000.3989,13.5573,24.8914,1000.3989
0.0024,20.9295,13.5647,24.3305,1000.2234,13.5538,25.0413,1000.2234
0.0024,21.0651,13.5686,24.4783,1000.1648,13.5585,25.1924,1000.1648
0.0024,21.2008,13.5706,24.6473,1000.2819,13.5589,25.3656,1000.2819
0.0024,21.3364,13.5686,24.7529,1000.2234,13.5577,25.4731,1000.2234
0.0024,21.4720,13.5725,24.9113,1000.1648,13.5624,25.6350,1000.1648
0.0024,21.6076,13.5706,25.0591,1000.1648,13.5605,25.7858,1000.1648
0.0024,21.7433,13.5706,25.1542,1000.0478,13.5621,25.8824,1000.0478
0.0024,21.8789,13.5686,25.3126,1000.2234,13.5577,26.0447,1000.2234
0.0024,22.0145,13.5647,25.4499,1000.1063,13.5554,26.1842,1000.1063
0.0024,22.1501,13.5647,25.6188,999.9893,13.5570,26.3563,999.9893
0.0024,22.2858,13.5588,25.7350,1000.1063,13.5495,26.4749,1000.1063
0.0024,22.4160,13.5588,25.8617,1000.1648,13.5487,26.6046,1000.1648
0.0024,22.5419,13.5627,25.9990,1000.1063,13.5534,26.7449,1000.1063
0.0024,22.6678,13.5588,26.1362,999.9893,13.5511,26.8844,999.9893
0.0025,22.7938,13.5588,26.2630,1000.0478,13.5503,27.0140,1000.0478
0.0025,22.9197,13.5627,26.4108,1000.0478,13.5542,27.1653,1000.0478
0.0025,23.0457,13.5607,26.5481,999.9893,13.5530,27.3051,999.9893
0.0025,23.1716,13.5588,26.6748,1000.1063,13.5495,27.4348,1000.1063
0.0025,23.2975,13.5627,26.8015,999.9308,13.5558,27.5639,999.9308
0.0025,23.4235,13.5647,26.9388,1000.1063,13.5554,27.7049,1000.1063
0.0025,23.5494,13.5647,27.0444,1000.1063,13.5554,27.8128,1000.1063
0.0025,23.6753,13.5627,27.1922,1000.1063,13.5534,27.9636,1000.1063
0.0025,23.8013,13.5627,27.3084,1000.1063,13.5534,28.0823,1000.1063
0.0025,23.9272,13.5529,27.4351,999.9308,13.5460,28.2103,999.9308
0.0025,24.0519,13.5588,27.5724,999.8138,13.5535,28.3506,999.8138
0.0025,24.1669,13.5647,27.7097,999.9893,13.5570,28.4919,999.9893
0.0025,24.2819,13.5647,27.8153,1000.0478,13.5562,28.5999,1000.0478
0.0025,24.3969,13.5647,27.9525,1000.0478,13.5562,28.7402,1000.0478
0.0025,24.5119,13.5588,28.0687,999.9893,13.5511,28.8581,999.9893
0.0025,24.6269,13.5607,28.2060,1000.1063,13.5514,28.9989,1000.1063
0.0025,24.7419,13.5588,28.3010,999.9308,13.5519,29.0952,999.9308
0.0025,24.8569,13.5607,28.4489,999.9893,13.5530,29.2465,999.9893
0.0025,24.9719,13.5627,28.5650,1000.1648,13.5526,29.3660,1000.1648
0.0026,25.0869,13.5607,28.6706,1000.1063,13.5514,29.4735,1000.1063
0.0026,25.2019,13.5548,28.7868,999.8723,13.5487,29.5908,999.8723
0.0026,25.3169,13.5568,28.8818,1000.0478,13.5483,29.6887,1000.0478
0.0026,25.4319,13.5607,29.0297,1000.1063,13.5514,29.8402,1000.1063
